Randomized Student ID,Start Term,Enrollment Type,Pell,First Gen,Legal Sex,Student of Color?,Retention,Weighted HS GPA,LC GPA,Major Division,AcademicMotivation_Indicator,Grit_Indicator,Worries_Indicator,AcMo_WorkHardLearn,AcMo_TestSuccessPrep,AcMo_HSReadAboveReq,AcMo_TalkTchOutClass,AcMo_GoodGradesImp,AcMo_ChallengeMaterial,AcMo_ImpAcademicExp,AcMo_EnjoyAcademicExp,Conf_AttendInst,Conf_KnowMajor,Grit_IgnoreSetbacks,Grit_HardWork,Grit_FinishThings,Grit_Diligent,Grit_OvercomeSetbacks,CollGoals_MeaningfulCareer,CollGoals_LearnPrepForLife,CollGoals_IntPersChallenges,CollGoals_Friendships,CollGoals_DoWithLife,CollGoals_FinSuppSelf,CollGoals_GoodLifeFamily,CollGoals_FamilyProud,CollGoals_GiveBack,CollGoals_GradSchool,CollGoals_PositiveImpact,CollGoals_Other,CollGoals_Other_TEXT,CollGoals_total,Worries_DoWellAcad,Worries_MakeFriends,Worries_PayBills,Worries_MeetingExpect,Worries_BalancingResp,Worries_MentalHealth,Worries_FigureOutLife,Worries_Societalssues,Worries_EnoughFood,Worries_PlaceToSleep,Hours_PrepForClass,Hours_Extracurriculars,Hours_Working,SuccessfulLife_TEXT,SupportYou_TEXT
5315200334,21/FA,"First-Time, First-Year",Pell,Not 1st Gen,Female,Non-Student of Color,Retained,4.07,3.46,Arts and Humanities,3.375,4,2.7,4,5,3,2,5,4,2,2,4,2,4,4,4,4,4,1,1,1,1,0,1,0,0,1,1,1,0,,1,4,2,4,2,3,4,2,4,1,1,4,2,4,"I would like to be a social worker specifically for immigrants/people of diverse national backgrounds (so I can utilize French) or for disadvantaged women. Potentially with a focus in sex education or period poverty? Also potentially running a private practice therapy position for extra income. This would be if I continue on the path of an undergrad in International Affairs and/or French Studies, then a graduate degree in social work or an area of psychology.",Not much other than what's outside of resources available to me thus far!
5316991455,22/FA,"First-Time, First-Year",Not Pell,First Gen,Male,International,Retained,3.00,3.04,Arts and Humanities,3.75,4,3,3,3,5,4,4,5,4,2,2,3,4,4,4,4,4,1,1,1,1,0,1,0,0,0,1,1,0,,1,4,3,4,2,3,4,2,4,2,2,5,3,5,"I'm working in media and arts, living on the Mediterranean coast, travelling for work every now and then and have perfected at least the languages I speak already.","I want to participate in two exchange programmes and do some internships. I want to connect with the community in Portland and have extracurriculars in the city, rather than on campus. So if faculty and staff could help guide me towards that, I'd appreciate that"
5340102708,23/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Male,Non-Student of Color,-,4.88,4.00,Undecided,4.38,3.60,2.00,5,4,4,5,5,4,4,4,3,2,4,4,3,3,4,1,1,1,1,0,1,0,1,1,0,1,0,,1,2,2,2,2,2,2,2,2,2,2,4,2,3,I'm in the middle of nowhere guiding a group of young people and teaching them about the world they live in.,"I think that so long as they continue to be as good as everyone says they are, I will have no issues and will get all the support I need"
5340322755,22/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Non-Student of Color,Not Retained,4.07,3.96,Math and Natural Sciences,4.25,4.8,2.8,5,4,2,5,5,5,5,3,4,4,4,5,5,5,5,0,1,1,1,1,1,0,0,1,1,1,0,,1,3,4,2,4,4,4,2,3,1,1,4,3,1,"Once I get a PhD (in something as close to mycology as I can get), I want to do some field research in mycology. Then, I want to become a professor and eventually teach a class on mycology.","This year I’m mostly focusing on adjusting because transitions are especially difficult for me. Once I’m somewhat settled, I’d love to get the chance to discuss the process of getting a PhD with my professors."
5383143544,22/FA,"First-Time, First-Year",Not Pell,First Gen,Female,Non-Student of Color,Retained,4.40,3.73,Arts and Humanities,3.25,3.8,3.1,3,4,2,3,4,3,4,3,4,4,4,4,4,3,4,1,1,0,1,1,0,0,1,1,1,0,0,,1,4,3,4,3,3,3,2,3,4,2,3,2,3,"I want to do something with history. Most likely going to become a teacher…hopefully be able to travel the world and see St. Basil’s Cathedral or the Potemkin Stairs, and all sorts of historical landmarks.","When it comes to history classes, contextualization is very important. Maybe if teachers give additional backgrounds to certain events…I can get very rusty sometimes."
5392139381,22/FA,New Transfer,Not Pell,Not 1st Gen,Female,Non-Student of Color,Retained,-,3.79,Social Sciences,4.5,2.6,3.4,5,4,4,5,5,5,4,4,2,4,2,3,2,2,4,0,1,1,0,0,1,1,0,0,1,0,0,,1,4,4,4,4,4,4,3,3,2,2,6,5,4,,
5392380599,21/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Non-Student of Color,Retained,4.00,3.88,Arts and Humanities,3.875,4.2,2.4,4,5,3,3,5,4,4,3,4,1,4,5,5,4,3,1,1,0,1,1,1,0,0,0,0,1,0,,1,2,3,3,2,3,3,4,2,1,1,3,2,1,I want a pretty simple life where I have a job that I like and I make enough money that I don't have to worry about necessities. Also I want to be able to buy a lot of books.,Any advice about career paths
5400131780,22/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Non-Student of Color,Retained,4.50,4.00,Math and Natural Sciences,4.5,4.2,2.3,5,5,4,4,5,4,5,4,4,4,4,5,4,4,4,1,1,1,1,1,1,0,0,1,1,1,1,I figure out how to be an adult and feel well prepared to go live on my own.,1,2,3,3,2,2,4,2,3,1,1,4,2,1,I'm either continuing my education to get my masters or a PhD or I've found a job related to my major (currently considering molecular and cellular biology). I want to live in a nice place with or without roommates with my own pets. I'll have a nice garden with lots of greenery and I'll have shelves full of books. I want to have a job that brings me joy or satisfaction so that I come home with energy to do my favorite activities. And I'll have friends I can talk to and hang out with but I'll know how to enjoy my own company.,"Teach me important life skills when it comes to professional writing, presenting myself as a desirable candidate for jobs and maintaining a balanced lifestyle."
5410367770,22/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Non-Student of Color,Not Retained,3.58,No GPA - did not complete first term,No Longer Enrolled at Institution,3.13,2.8,2.2,4,3,2,5,1,4,4,2,4,4,3,2,3,2,4,1,1,0,0,1,1,0,0,0,0,1,0,,1,3,1,2,3,1,4,2,4,1,1,4,2,3,"I am a psychologist working on a research project in partnership with a large facility, company or college. I have enough money to own a house and support my family. I also have friends",Allow me to come in for counseling when I have problems with my mental health
5416284226,22/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Student of Color,Retained,3.86,3.76,Math and Natural Sciences,3.13,4.8,1.7,4,3,2,3,4,3,3,3,3,2,4,5,5,5,5,1,1,1,1,1,1,0,0,1,1,1,0,,1,2,2,1,2,2,2,2,2,1,1,7,6,1,"I want to live in a big city, with a successful job that pays well. I hope to be completely financially independent and stable, as well as maintaining my own happiness.","Consistent support and encouragement, no matter how big or how small."
5419302169,22/FA,"First-Time, First-Year",Pell,Not 1st Gen,Male,Student of Color,Retained,4.00,3.95,Social Sciences,3.63,3.8,2.5,4,4,3,2,5,4,4,3,4,4,4,4,3,4,4,0,1,0,1,0,1,0,0,1,1,0,0,,1,3,4,3,2,3,4,2,2,1,1,3,4,3,"I plan to be a mental health counselor or a clinical psychologist. I want to be helping people in my job and go home to a house with my family in it. On weekends, I can pursue my hobbies, no matter how expensive they could be.","The L&C faculty and staff could provide advice for new students on studying, handling the workload, or advising on possible classes op take in the future."
5425867874,22/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Non-Student of Color,Retained,4.03,3.71,Arts and Humanities,4,4,2.3,5,4,4,5,4,4,3,3,3,4,4,4,3,4,5,1,1,1,1,1,1,1,1,1,0,1,0,,1,2,3,2,2,4,2,3,3,1,1,6,4,3,"I hope to be able to travel and explore the world, create art and spend time with the people I love.",I need to learn how to turn my interests (art and art history) into a career.
5432926837,23/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Male,Non-Student of Color,-,3.98,3.25,Undecided,3.63,3.80,2.80,4,3,3,5,4,4,3,3,3,2,4,4,3,4,4,0,0,0,0,1,1,0,0,0,0,0,0,,1,3,2,4,3,3,3,4,2,2,2,4,4,3,Most likely working a job and renting a house / apartment and building a financial future for myself,Help me try new things that might cater to previously existing interests
5433598581,22/FA,"First-Time, First-Year",Pell,First Gen,Male,Student of Color,Not Retained,2.69,1.24,Undecided,4.75,5,3.6,5,5,3,5,5,5,5,5,4,4,5,5,5,5,5,1,0,0,0,1,0,1,1,0,0,1,0,,1,4,3,4,3,3,4,4,3,4,4,4,4,1,You going to have to wait and see,I haven’t meet any of the staff member yet so I can’t really answer the question
5458493708,21/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Non-Student of Color,Retained,4.21,3.20,Math and Natural Sciences,4.75,4.4,3.7,5,5,4,5,5,5,5,4,4,4,4,5,4,4,5,0,1,1,1,1,1,0,1,1,1,1,0,,1,4,4,4,4,4,4,3,3,3,4,3,2,6,I want to be a doctor and go to medical school living in a small house with a big dog.,
5465407054,23/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Non-Student of Color,-,4.47,3.93,Undecided,4.25,3.80,3.10,4,4,4,5,5,5,4,3,4,3,4,4,3,4,4,0,1,1,1,1,1,1,1,1,0,1,0,,1,3,4,2,3,4,4,4,3,2,2,3,3,2,Helping to combat systemic social issues that cause individual struggles (ex. fighting poverty through the development and management of nonprofit support networks that assist large groups of people receive the care and assistance they need to thrive).,"Be welcoming, supportive, and encouraging :)"
5471360786,23/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Non-Student of Color,-,4.40,3.60,Undecided,3.13,4.00,2.90,4,4,2,2,4,3,3,3,3,2,3,5,4,4,4,1,1,1,1,0,1,0,1,0,1,1,0,,1,2,3,4,3,4,3,4,4,1,1,5,3,5,"I am working in a career that I find personally fulfilling, and I am able to give back to my communities by creating social equality. I am happy and connected with family and friends. I feel responsible and capable.","Provide connections and opportunities that will allow me to be successful in my current and future education. Either through internships, advisories, or other recommendations."
5472492684,23/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Non-Student of Color,-,4.04,4.00,Undecided,3.88,4.60,3.00,4,4,4,2,5,5,4,3,3,2,3,5,5,5,5,1,1,1,1,1,1,0,0,1,0,1,0,,1,3,3,3,4,4,4,3,3,2,1,3,3,3,,
5476492137,21/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Male,Non-Student of Color,Retained,4.20,3.24,Math and Natural Sciences,3.625,4,2.9,5,4,2,4,3,5,3,3,3,1,4,5,4,3,4,1,0,0,1,1,0,1,1,1,0,0,0,,1,2,2,4,3,4,4,4,4,1,1,6,2,3,I worked a meaningful job where I can live comfortably and retire young. My work has a real impact and is something I am passionate about.,Encourage me to explore because I know i can find something meaningful
5496444210,23/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Male,Non-Student of Color,-,3.82,2.87,Undecided,4.00,3.80,2.60,5,4,3,4,5,3,4,4,3,2,4,4,3,3,5,1,1,1,0,1,1,0,0,0,0,0,0,,1,4,2,2,3,2,4,3,3,1,2,5,3,4,"I’m enjoying life, making enough money to support my hobbies and life style in a steady manner, and involved in a career field which I feel capable in.","Regular check-ins on how I’m doing, both academically and mentally"
5497354006,22/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Male,Non-Student of Color,Not Retained,4.18,3.93,No Longer Enrolled at Institution,3.25,4.6,2.7,3,3,2,3,5,5,3,2,4,3,5,5,4,5,4,1,1,1,1,0,1,1,0,0,1,0,0,,1,3,3,2,3,3,3,4,2,1,3,3,3,3,"I am working a job that allows me to feel content with my life and live with money and happiness. I am living where ever life takes me, preferably in a smaller town near a city.",Help me learn more about what I come to them with and offer opportunities for me to grow as a person and find my place.
5502110117,22/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Non-Student of Color,Retained,4.24,4.00,Undecided,4.5,4.6,3.3,5,5,4,5,5,5,4,3,4,2,4,5,5,4,5,1,1,0,1,0,0,0,0,1,0,1,0,,1,4,3,4,4,4,4,4,4,1,1,5,3,3,"I have a job that is meaningful to me and is something that I can use to help give back in some way. I'm not sure what that job will be, but I do know that I want to be excited to do it. I don't want anything really big in terms of how I'm living, I just want to be happy where I am.","Be there for answering questions (I tend to have a lot, so sorry in advance) and be understanding and willing to help when I find myself having a hard time with something."
5504363168,23/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Non-Student of Color,-,4.65,3.91,Undecided,3.38,,2.10,4,4,3,4,4,3,2,3,4,2,3,4,3,3,,1,1,0,1,1,0,0,0,1,0,0,0,,1,3,2,1,3,3,3,2,2,1,1,3,2,2,Hopefully I will have a job that keeps me busy and allows me to give back to a community. I would have people who I care about around me and create a community where we all provide and help each other,Be supportive and help create a fun and productive place for all of us!
5505014402,22/FA,"First-Time, First-Year",Pell,Not 1st Gen,Female,Non-Student of Color,Not Retained,4.36,3.20,No Longer Enrolled at Institution,3.88,3.4,2.8,5,4,5,4,4,4,3,2,3,3,3,4,3,3,4,0,1,1,1,0,1,0,0,1,0,1,0,,1,4,4,4,3,2,3,3,3,1,1,3,3,3,,
5512351179,21/FA,New Transfer,Pell,Not 1st Gen,Female,Student of Color,Retained,-,3.46,Social Sciences,4.125,3.2,3,4,4,5,4,4,5,4,3,3,4,3,3,2,3,5,0,1,1,1,1,1,0,0,1,0,1,0,,1,4,4,4,2,3,4,2,4,2,1,3,3,4,"I am working to provide under-resourced individuals and communities with the mental health resources that they need. I may be working in public schools (elementary, middle, and/or high schools) with students who are struggling mentally or socially. This work would include emotional therapy or connecting these individuals with whatever important resources they may need, whether it be mental health support, housing, employment, legal help, food, etc. I want to work to be a tool that under-resourced communities can use (take advantage of). My career/life ambitions are not motivated by money (high earnings). I would like to be financially secure so I myself can live a comfortable healthy life, however my motivation to represent and be a resource for under-represented/resourced communities is my drive.","They could work to do better at supporting marginalized communities at LC. This would look like monetary reparations, changing the name of the school, giving money directly to native/indigenous communities that's ancestors once lived on this land. Ensuring that vulnerable communities (women, BIPOC folks, queer folks, low-income students, LGBTQIA communities) are provided with quality and accessible resources."
5512873735,23/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Male,Student of Color,-,4.10,3.28,Undecided,3.13,4.20,2.50,4,4,2,2,4,3,4,2,4,4,4,4,5,4,4,1,1,1,1,1,1,1,1,1,1,1,0,,1,3,4,3,3,2,2,2,4,1,1,4,4,1,I would like to have a financially stable job that is able to support me in life that most likely has to do with environmental law/advocation/policy making. I would hope this job is able to help me buy a house and support a family.,Be engaging during class and support my academic needs.
5531503910,22/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Non-Student of Color,Retained,4.79,4.00,Social Sciences,4.5,4.6,3.2,5,4,5,5,5,4,4,4,3,1,4,5,4,5,5,1,0,1,1,0,1,0,0,1,0,1,0,,1,2,4,4,4,4,4,4,4,1,1,5,4,5,,
5538304946,21/FA,"First-Time, First-Year",Pell,Not 1st Gen,Female,Non-Student of Color,Retained,4.19,3.68,Social Sciences,3.75,4,3.6,4,4,3,4,4,5,3,3,4,1,4,5,3,4,4,0,1,1,1,0,0,0,0,0,0,1,0,,1,3,3,4,4,4,4,4,4,4,2,2,2,2,"I honestly don't know what I'd be doing after school. People have been asking me that for quite a while, but I never know what to say. But whatever I end up doing, I want it to be fulfilling to me. I want that to include helping others as well. I hope to be living comfortably in an apartment in either Colorado or Oregon.","I think one thing that LC faculty could do to help me is to refer me to places that help you get started in career searching, such as internship sites or job fairs. Or, suggest possible careers based on my personal interests."
5545714785,21/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Male,Non-Student of Color,Retained,4.09,2.63,Math and Natural Sciences,3.75,3.2,1.9,3,4,5,3,5,4,3,3,3,1,3,4,3,3,3,0,0,1,0,0,1,0,0,0,0,1,0,,1,1,3,2,3,1,1,3,3,1,1,4,3,3,I would have an at least decently well-paying job which gives me a sense of fulfillment along with hobbies and good friends to round out a complete sense of satisfaction with my life.,"Answer my questions and help me when I ask for it, reach out to me if they see me struggling and I haven’t managed to ask yet."
5550822900,23/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Non-Student of Color,-,4.35,3.94,Undecided,4.50,4.20,2.20,4,3,5,5,5,5,5,4,4,3,4,5,3,4,5,1,1,1,0,0,1,0,0,1,1,1,0,,1,2,3,2,2,3,2,2,4,1,1,5,3,2,"I'm an educator living in the Portland area or elsewhere in the Pacific Northwest. I own a small house and a van, which I use to travel the country during my summers off. Maybe I have a few pets, a partner, or just some close friends who I spend time with by going to plays, hiking, or just hanging out and talking. I've maintained my place in local activist scenes and have expanded my views and understanding of economic, political, and social justice. Most importantly, all this makes me feel fulfilled and happy.","Be understanding, flexible, available, and compassionate! I know college is a time of transition and possible instability, so having professors and counselors who are willing to support me and treat me with kindness through this period of change is important to me."
5552320756,22/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Student of Color,Retained,3.91,3.19,Social Sciences,4,3.8,3.6,5,5,3,2,5,4,4,4,4,4,3,5,4,3,4,1,1,0,1,1,1,1,1,1,1,1,0,,1,4,4,4,4,4,4,3,2,3,4,3,2,3,I have my P.h.D and I’m a forensic psychologist. I’m living really well and beginning to start a family!,check in every once in a while to make sure i’m doing what i’m supposed to
5555411750,23/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Non-Student of Color,-,4.50,4.00,Undecided,3.75,3.60,1.70,4,4,5,4,4,4,2,3,3,3,4,4,4,3,3,1,1,1,1,0,0,0,0,1,0,1,0,,1,2,2,2,2,2,2,1,2,1,1,5,3,2,"From a career angle I want to be teaching, probably History and probably middle school, although I don't think that's the only possible future. I want to be happy with whatever work I'm doing, to live in a place I like ( probably the Pacific Northwest) and to have people I care about. I want to be financially sustainable enough that it's not a major concern, and I think I want a cat.","I'm not quite sure how the Teaching Pathways program works, and how that impacts your major/minor options, so I want to better understand that so I can create a general four year plan"
5565474196,22/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Non-Student of Color,Retained,3.98,3.27,Math and Natural Sciences,3.38,3.2,3,5,4,3,2,4,3,3,3,4,3,3,4,3,3,3,0,1,1,1,1,1,0,0,0,0,0,0,,1,4,4,4,4,3,3,3,3,1,1,5,4,3,Having a job I feel content in and being stable and healthy in life.,Just be there when I have questions or need help with something.
5566361659,23/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Non-Student of Color,-,3.82,2.52,Undecided,4.25,3.80,1.90,4,4,3,4,4,5,5,5,4,4,4,3,3,4,5,1,0,1,0,0,1,0,1,0,0,1,0,,1,2,2,1,3,2,3,1,3,1,1,4,2,1,Helping to create adaptive technology that's both good quality and affordable for those who need it. Being able to help people learn about the world around them and appreciate it.,Check in with me to see how I'm doing.
5571203024,23/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Non-Student of Color,-,3.38,2.75,Undecided,4.38,4.80,2.90,5,5,5,5,4,5,3,3,4,4,5,5,4,5,5,0,0,0,0,0,0,0,0,0,0,1,0,,1,3,3,2,4,4,4,3,4,1,1,5,3,4,"My future is like a scrapbook I decorate each and every day. Each decision leads me closer and closer to my soon-to-be reality. The one thing I know for sure is that I want to work with children whether it be as a teacher, a school psychologist, a child psychologist, or any other career where I get to offer the younger generation a safe space to be comfortable in their own skin, free from judgment and scrutiny. Hopefully, I will be living a wonderful life in an apartment or one-story home with lots of emotional support cats, and my lovely girlfriend. I'm not rich with money, but I'm rich in something else; love. I have what I need and I have more than enough of it. Life will hopefully be simple. I expect frequent camping and hiking trips, lots of arts and crafts, and extreme amounts of cat fur. Simple!",I feel as though staff and faculty could support me by being open to certain accommodations I might need.
5573515821,22/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Non-Student of Color,Not Retained,3.99,3.08,No Longer Enrolled at Institution,3.38,4.6,,5,5,4,4,3,4,1,1,3,2,5,5,4,4,5,1,1,1,1,0,1,0,0,0,0,1,0,,1,2,4,,2,3,3,2,2,1,2,4,5,5,"I have a job a love, in a place(s) I love, with people who I love and I am happy  and making the world a better place.",Help me when I ask for it. Reach out and build personal connections with me.
5580270538,23/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Non-Student of Color,-,3.90,3.08,Undecided,3.75,3.80,3.30,4,3,4,4,5,3,4,3,4,1,3,4,4,4,4,0,1,1,1,0,1,0,0,1,1,1,0,,1,4,4,3,4,3,4,4,3,2,2,4,3,5,"If I’m being honest, I have absolutely no idea. I also prefer to avoid thinking about it, since the unknown is a bit too stressful.","Just general support that all first year students need, I suppose."
5581764883,23/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Non-Student of Color,-,4.00,2.60,Undecided,3.50,4.20,2.70,4,5,4,4,4,2,3,2,2,4,3,5,4,4,5,1,1,1,1,0,1,1,1,1,1,1,0,,1,4,2,2,4,4,4,1,4,1,1,4,4,2,,
5583503895,21/FA,"First-Time, First-Year",Not Pell,First Gen,Male,Student of Color,Retained,4.58,4.00,Arts and Humanities,4,4.2,3,5,5,4,2,4,4,4,4,4,3,4,5,4,4,4,1,1,1,1,0,1,0,1,1,1,1,0,,1,4,3,3,2,4,3,3,4,2,2,5,3,1,"Based on my current goal, I will have become a public defender and/or gotten into elected office.  I'm not particularly interested in accumulating large amounts of wealth, so as long I can make enough money to live fairly comfortably I'll be happy.","At this point, I'm not sure.  I'd say just being available in case I need help in the future."
5587341868,22/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Male,Non-Student of Color,Retained,3.52,2.80,Social Sciences,3.25,4,1.7,5,4,2,5,4,4,1,1,4,1,5,4,3,3,5,1,0,1,0,0,1,0,0,1,0,1,0,,1,2,1,1,2,1,2,4,2,1,1,5,4,6,"My life will continue to be goal driven, I  want to continue my passion for learning by exploring new subjects. I am hopefully running a company of my own and even making large advancements in my area of study. I should be staying healthy and making sure I still play sports with my friends.","L&C faculty can help me in my studies by being available. I always love talking to faculty of anyplace because they give me a different perspective of life. I get to not just learn, but appreciate L&C much more. I can develop a more refined sense of how different views in a society bring up problems and ideas."
5607554452,21/FA,"First-Time, First-Year",Pell,Not 1st Gen,Female,Student of Color,Retained,4.17,2.96,Social Sciences,4,4.6,2.2,5,4,3,4,4,5,4,3,4,3,5,5,4,5,4,0,0,0,0,0,0,0,0,0,1,0,0,,1,2,1,2,1,3,3,2,4,3,1,3,4,2,In my image of a successful life I am either an environmental lawyer or in a position where I can help make change regarding the climate crisis. Wether this is by pushing legislation or by using my job to help make change. I also hope I am in a happy marriage with kids and I have maintained solid relationships with my family and loved ones. I hope to continue being vegetarian and hopefully be more sustainable in my everyday life,Maybe just be understanding of circumstances if things arise and provide good resources that would help understand the material
5639686747,21/FA,"First-Time, First-Year",Pell,Not 1st Gen,Male,Student of Color,Retained,3.80,3.43,Arts and Humanities,4.125,4.2,3,4,4,4,5,5,4,4,3,3,2,4,4,5,4,4,1,1,1,1,1,1,0,0,1,1,1,0,,1,4,3,4,3,4,3,3,3,2,1,5,3,1,,
5646287300,22/FA,"First-Time, First-Year",Pell,First Gen,Male,Non-Student of Color,Retained,3.59,2.86,Arts and Humanities,3.5,4,2.4,4,4,3,4,4,3,4,2,4,3,4,4,3,5,4,0,1,1,1,0,1,1,0,1,1,1,0,,1,3,1,4,2,3,3,4,2,1,1,4,6,4,"In a dream scenario, I'd love to make it big on YouTube or some other platform so I can put out all kinds of content. I would ideally like to make dungeons and dragons related content, but any kind would be a dream.",I think that the best way for LC staff to assist me could be to just keep reminding me that I do have the ability to get things done. Words of affirmation are very helpful
5657490952,22/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Male,Student of Color,Retained,3.28,3.64,Math and Natural Sciences,3.38,4,2.1,4,4,3,4,3,4,3,2,4,2,5,4,3,4,4,0,1,1,1,0,0,0,0,0,0,1,0,,1,3,2,3,2,2,2,3,2,1,1,4,5,2,I think stability and success are really the two things I want most. The thing or field that this would be in isn't something I know but part of the goal of being at LC is to find that thing.,I think working with my mentor sufficiently will be the most helpful thing.
5680219452,23/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Student of Color,-,3.34,2.10,Undecided,4.00,4.60,3.50,5,4,4,3,4,4,4,4,4,3,4,5,4,5,5,1,1,1,0,0,1,0,1,1,0,1,0,,1,4,3,3,4,4,4,4,3,3,3,4,3,4,"After I am done with school, I imagine myself working in science or possibly business areas. I don’t have much intel so I can’t completely answer this question but I can picture what I woudl want to do with my studies.",Be readily available for any and all questions that I may have.
5685218423,22/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Non-Student of Color,Not Retained,4.17,1.89,No Longer Enrolled at Institution,3.5,3,2.2,4,3,3,4,4,3,4,3,3,3,2,3,3,3,4,1,1,1,1,1,1,0,1,0,0,1,0,,1,3,3,1,3,2,3,3,2,1,1,3,3,2,In my ideal life I would work in a job that I enjoy and that makes enough money for me to live a comfortable lifestyle. My work-life balance would hopefully include enough time for me to spend with my family and on hobbies. I don't want to feel consumed by work or like it runs my life.,"I would love to talk to L&C faculty and staff about possibility going to grad school. What that could mean for my career, what it might cost, what I would need to do to get into a good one, etc. By the end of my undergraduate senior year, I want to feel as if I really understand the choices I have and what they mean."
5690027011,22/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Non-Student of Color,Retained,4.30,3.90,Social Sciences,3.63,3.8,2.3,4,5,2,4,5,5,2,2,3,2,4,4,3,4,4,0,1,1,1,1,1,0,1,0,1,1,0,,1,2,3,1,2,3,4,3,3,1,1,5,3,2,,
5691435388,23/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,International,-,3.88,4.00,Undecided,3.13,4.80,2.70,4,5,2,4,2,2,4,2,4,4,5,4,5,5,5,1,1,1,1,1,1,1,1,1,1,1,0,,1,2,4,3,4,4,3,2,3,1,1,5,4,4,"The vision that I have of me leading a successful life entails coming back to Madagascar and help with the fight against the stigma around mental health. To do so, I would love to use the network that I would have built in the US to create an NGO that works towards increasing the access to mental health resources in the whole continent of Africa. This would allow me to give back to my own country but also impact on a bigger scale.","I think that the Lewis & Clark community could guide me through this journey by sharing their experience for me to set realistic goals, surround myself with the right people, create a network, be even more resilient, and most importantly focus on personal growth as well."
5723976641,22/FA,"First-Time, First-Year",Pell,Not 1st Gen,Female,Non-Student of Color,Not Retained,4.17,2.00,No Longer Enrolled at Institution,3.5,4,2.3,4,4,3,4,4,3,3,3,4,4,4,4,4,4,4,1,0,1,1,0,1,0,0,0,1,1,0,,1,4,3,3,2,3,2,2,2,1,1,3,2,6,"Hopefully after undergrad and law school I am living happily, owning my own car, house, and other things I may want. I also hope that maybe I have settled down and found my place on the world with a good job and possibly even a family at some point. I hope I get the opportunity to travel and experience the world because that is my passion.",They could help me by answer the questions I ask and helping figure out what would be best for me academically.
5736211617,23/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Male,Non-Student of Color,-,3.57,2.33,Undecided,4.00,3.40,3.40,4,5,4,4,5,4,3,3,3,3,2,3,4,4,4,1,1,1,1,0,1,0,1,1,0,1,0,,1,4,4,4,4,4,4,4,3,2,1,5,4,4,"Well, I’m hoping to have become a teacher, and I’m HOPING that maybe i can have some kind of way to support myself financially in addition to that, because teacher wages are tragically low, and home prices are tragically high. I’m gonna do my best, but we’ll see.","Just have patience with me, I’m very new at this and things take me a while."
5739621572,21/FA,"First-Time, First-Year",Pell,Not 1st Gen,Male,Non-Student of Color,Retained,3.71,3.13,Math and Natural Sciences,3.875,3.8,1.4,4,4,4,4,4,4,3,4,4,2,4,3,4,4,4,1,1,1,1,1,1,1,1,1,1,1,0,,1,1,1,2,1,2,1,2,2,1,1,4,4,4,Hopefully I’m happy loved and fairly wealthy,Help on wack hw
